FactoryName,Address,District,Division,PostCode,PhoneCityCode,Phone,PhoneExtension,Buildings,Stories,factoryMultiPurpose,factoryMultiFactory,floors,workers,activeMembers
Sweatertech Ltd.,"Plot # 1187, 1214‐1215 Gacha Road, Gazipur",Gazipur,Dhaka,,2,9293215,,2,1/4; 2/5;,No,No,No,995,2
Syntex knitwear Ltd,"Mouchak Kaliakur,Gazipur,Dhaka",Gazipur,Dhaka,,,1711593144,,1,1/7;,No,No,,1837,2
Tafop Apparels Ltd.,"Block‐A, Plot 1, 2, 3 (part), BSCIC I/A, Sagorika Road",Chittagong,Chittagong,,31,750325,,,,No,No,,,1
Tahersons Fashions Limited,"4700/H, Haji Safi Complex, Terminal Connecting Road, Chandgaon",Chittagong,Chittagong,4100,,1724963521,,1,1/6;,No,No,,450,1
Tajir Apparels Ltd.,"Tayub Pur Ashulia, Zirabo, Savar, Dhaka",Dhaka,Dhaka,,,,,,,No,No,,,1
TALISMAN LTD (Unit 1&2),"Plot No: FS‐SFB # 7, DEPZ, Extension Area , Ganakbari, Savar",Dhaka,Dhaka,,2,7788228,,4,1/1; 2/1; 3/1; 4/4;,No,Yes,4/1;,3600,7
Talisman Ltd. (c/o FCI (BD) Ltd),"Plot: 7‐10 & 13‐16, DEPZ(EXT), Ganakbary, Savar, Dhaka",Dhaka,Dhaka,,2,7788872,,1,"1/0, 1/1;",No,No,,2500,3
Tamanna Sweater Ltd,"MC Bazar, Mulaid, Mawna, Sreepur, Gazipur",Gazipur,Dhaka,1704,2,8961086,,2,1/1; 2/1;,No,No,No,1000,1
Tamishna Fashion Wear Ltd,"Plot # 247, Bhadam, Nishatnagar, Tongi, Gazipur Gazipur",,Dhaka,1711,2,8931925,,26 5,"1/7,1/7, 1/5, 1/2, 1/4;",No,No,no,3500,3
Tamishna Fashion Wear Ltd(Unit‐2),"8 no. Mulaid, Sreepur, Gazipur",Gazipur,Dhaka,1740,,1713013579,,,1;,No,No,,620,1
Tammam Design Ltd,"Zirabo, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1341,2,7792901,,,1/8;,Yes,No,2;,500,1
Tanaz Fashions Ltd.,"216,shamim Complex, Sataish Road, Gazipura, Tongli, Gazipur",Gazipur,Dhaka,1712,2,9814071,,,Building 1 ‐ 9 Storied,No,No,,1665,3
TANDEM SWEATERS LTD,"Chambur Khan, Moiner Tech, Uttar Khan, Dhaka Dhaka",,Dhaka,1230,2,8919031,,1,1/6;,No,No,NA,1100,2
Tangon Garments Ltd.,A ‐ 100 Tongi Bisic Industrial estate,Gazipur,Dhaka,1700,,1713034617,,,4;,No,No,,425,1
Tangon Knitwear Ltd.,"242/1 Deobhog Pucca Road, Narayangonj",Narayanganj,Dhaka,1400,2,7644683,,,,No,No,,210,1
"TANİMA KNİT COMPOSİTE LTD (JK GROUP) 10 South Dariapur,Savar, Dhaka",,Dhaka,Dhaka,1340,2,7745034,,35 2,1/6;2/7;,No,No,Not Shared,3350,1
Tanzila Textile Ltd,"Baroypara, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1230,2,524972,,6,1/7; 2/2; 3/3;,No,Yes,1/0‐6; 2/0‐1; 3/0‐ 1;,1200,3
Taqwa Fabrics Ltd.,"Boherachala Gilaberaeed, Kewa, Sreepur",Gazipur,Dhaka,1740,,9606500434,,8,1/6;2/1;3/1;4/1;5/1;6/1;7/1;8/1;,No,No,,1100,1
Tarasima Apparels Limited,"Vill: Golora, P/O:Kaitta, Saturia",Manikgonj,Dhaka,,,1619003767,,5,1/5; 2/2; 3/1; 4/2; 5/2;,No,No,,5100,7
Taratex Fashion Limited,"6/1, Naimuddin Mollah Road, North Augh Para, Tongi Gazipur",Gazipur,Dhaka,1700,2,9815825,,1,1/1; 2/6;,No,No,"1/1; 2/0,1,2,3,4,5,6;",1000,2
Target Fine Wear Industries,"Alludin Chowdhury Tower, Outpara, Chandona Chowrasta, Joydevpu, Gazipur",Gazipur,Dhaka,,,1819234719,,2,1/8; 2/4;,No,No,‐,1815,5
Tasniah Fabrics Ltd.,"Mayapara, Kashimpur",,,,,1713521593,,,,No,No,,,3
Taufiq Sweater Ltd.,"West Masdair, Fatullah, Narayangonj",Narayanganj,Dhaka,,2,7631496,,1,10;,No,No,"1/0,1,2,3,4,5,6,7,8 ,9;",950,6
Tean T‐Shirt Fashion Ltd.,"188 Jatramura,Rupgonj,Narayangonj",Narayanganj,Dhaka,1360,2,8396795,,1,1/6;,No,No,,450,1
TEB Fashion Int. Ltd,"Haji Afajuddin Bhuiyan Plaza(3rd to 5th), 99, Mollartek, Dakkin Khan, Dhaka",Dhaka,Dhaka,1230,2,8919854,,1,"1/7,",Yes,Yes,"1/4,",375,1
Techno Dress Ltd.,"Munna Complex, 228 Dhigirpar, Dewanhat",Chittagong,Chittagong,,31,2513963,,,,No,No,,,2
"Teidem GmbH (Chashara, NARAYANGANJ)","231/6 B.B.Road, Chashara, NARAYANGANJ",Narayanganj,Dhaka,1400,2,8313260,,,,No,No,,,1
Teidem GmbH (Fatullah NARAYANGONJ),"Pl.A‐87,Enayet Nagar Fatullah NARAYANGONJ",Narayanganj,Dhaka,,,,,,,No,No,,,1
"Teidem GmbH (Lalpur, Ftullah)","Lalpur, Ftullah, Narayangonj",Narayanganj,Dhaka,1400,,1817144701,,,,No,No,,,1
TEMAKAW FASHION LTD,"808/1‐2,Begum Rokeya Sharoni,Shewrapara,Mirpur",Dhaka,Dhaka,1216,2,8055422,,,"1/7,",Yes,No,"1/0,1,,2,3,4,5,6;",1007,1
TEX ANDERSON,HOUSE 509 (4th FLOOR); DHAKA,DHAKA,Dhaka,,,,,,,No,No,,,1
Texeurop (BD) Ltd.,"Vogra, Joydevpur",Gazipur,Dhaka,1704,2,9262163,,2,1/8; 2/1;,No,No,,3200,4
TexTech Co. Ltd,"SAFWAN TOWER, SHARIFPUR, MALEK ER BARI, GAZIPUR",Gazipur,Dhaka,,2,9292125,,1,1/4;,No,No,,1100,1
Textile Horizon,"5,Bishuya Kuribari, Mirzapur Union, Gazipur",Gazipur,Dhaka,1703,,1713483928,,,,No,No,,400,1
"Textile trade & services manufacturing Ltd. Dilan Complex, 1st & 2nd fl., Dhaka Road,","Chandona Chowrasta, Gazipur",Gazipur,Dhaka,1702,,1765585702,,,,No,No,,,1
TEXTOWN LIMITED,"Dewan Idris road, Bara Rangamatia, Ashulia",Dhaka,Dhaka,1344,2,8858671,,3,1/7;2/4;3/6;,No,Yes,"1/7;0,1,2,4,6;2/4;0 ,2;3/6;1,2,3,4;",1693,2
Packaging & Printing Ltd.,"Sardagonj, Kashimpur, Gazipur",Gazipur,Dhaka,,2,779006067,,225 1,1 stories building,No,No,N/A,950,1
Thanis Apparels Ltd,"Plot No.SS‐5(East & West) wing factory building, Road No.1 & 2 CEPZ",Chittagong,Chittagong,,,1713101209,,13,1/2;2/1;3/1;4/1;5/1;6/1;7/1;8/1;9 /1;10/1;11/1;12/1;13/1;,No,No,,893,3
THAT'S IT KNIT,"145 NARASINGHPUR, SAVAR",Dhaka,Dhaka,1340,,1811484001,,8,1/1; 2/1; 3/1; 4/1; 5/1; 6/1; 7/1; 8/1;,No,No,,1500,4
That's It Sports Wear Ltd.,"147‐148 East Noroshinghopur,Ashulia, Savar",Dhaka,Dhaka,1341,,1819435287,,,1/11;2/7;3/6;,No,No,N/A,15000,3
The Chittagong Fashion,"Khawaja Complex, CB ‐ 234/9, Kachukhet",Dhaka,Dhaka,,2,8753364,,,,No,No,,,2
The Cloth & Fashion,"Madani Super Market,Hemayetpur,Savar, Dhaka Dhaka",,Dhaka,1340,2,7741418,,1,1/6;,Yes,Yes,6th Floor Building .Ground floor ‐ market ‐2nd to 4th floor of our (CFL)Factory ‐5th & 6th floor in another 2 factory.,850,1
The Delta Composite Knitting,Zarun (South) Kashimpur,Gazipur,Dhaka,,,,,,,No,No,,,5
The Fashion Island Ltd.,"385/1/A, East Rampura,Banasree Road, Dhaka",Dhaka,Dhaka,1219,,1755637292,,3,1/8;2/8;3/7;,No,Yes,1/0 to 8;2/1 to 8;3/3;,1300,1
THE FINERY LİMİTED,"2‐D, Darus Salam Road, Mirpur ‐ 1, Dhaka",Dhaka,Dhaka,1216,2,9014515,,,"1/6,",No,No,Not Shared,1200,1
The Immaculate App. Ltd.,"C‐35, Section‐7,Mirpur C/A, Dhaka",Dhaka,Dhaka,1216,2,8052185,,1,"1/6,",Yes,Yes,"1/2,",350,1
The Immaculate PVT Ltd.,"Section‐1, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,8052185,,1,"1/6,",Yes,Yes,"1/3,",650,1
The Mohammadi Limited (Joar Sahara),"Ka‐76, Joar Sahara Bazar, Badda",Dhaka,Dhaka,1229,31,2580324,,1,1/7;,No,No,1/G/4/5;,599,1
THE NEED APPARELS (PVT) LTD,"154/C Razakhali Road, Chittagong",Chittagong,Chittagong,,,,,,,No,No,,,1
International Trading),"Delta Tower Road No#1/A, Plot No.6810, Tarug Housing, Mohammadpur, Dhaka",Dhaka,Dhaka,1207,,1817047277,,1,1/7;,No,No,All,550,1
The New Delta Apparels Ltd.,"Road 1/A Plot 6,8,10",Dhaka,Dhaka,1207,,1713037956,,,1/4;,No,No,,540,1
The Rose Dresses Ltd.,"Jamgora, Diakhali, Yearpur, Savar",Dhaka,Dhaka,1340,2,7788545,,2,2/7; 2/7;,No,No,,5150,2
The Shanin Clothing Limited,"33 Lolit Mohon Das Lane, BDR Gate no. 1, Lalbag, Dhaka",Dhaka,Dhaka,,,,,,,No,No,,,1
The Shanin Corp,"12/1 Hossain Uddin khan 1st Lane, Lalbag",Dhaka,Dhaka,,2,8615318,,2,1/6; 2/2;,No,No,‐,1345,3
Trading),"964 Shawrapara, Rokeya Sharoni, Mirpur, Dhaka Dhaka",,Dhaka,1216,,1190697138,,1,1/7;,No,No,All,1500,1
The Shanin Ltd,"964 Shawrapara, Begum Rokeya Shoroni",Dhaka,Dhaka,,2,7691251,,2 1,1/9;,No,No,1/8;,620,1
THE WELL TEX LTD,"MULAID, MAWNA, SREEPUR",Gazipur,Dhaka,1740,,55119,,5,1/3; 2/1; 3/1; 4/1; 5/1;,No,No,,2020,6
The Yolk Garments Ltd,"64/A, Purana paltan lane, Kakrail, Dhaka",Dhaka,Dhaka,1000,2,9352878,,1,1/7;,No,Yes,"1/0,1,2;",1200,1
Thina Sweaters ltd,"degerchala,Board bazar",Gazipur,Dhaka,1704,,,,,"1/6,",No,No,,800,1
"Tiffinys Wear Limited.,","Deowaliabari, Konabari, Gazipur",Gazipur,Dhaka,,2,9298791,,1,1/6;,No,No,No,700,3
Titanic Products Limited,"House: 3, 4 & 6. Road: 2 & 3, Section:7, Mirpur Industrial Area",Dhaka,Dhaka,1216,2,9858670,,1,1/9;,No,Yes,"1/9;1,2;",465,1
Titas Knitwear Ltd,"Holding#94,Block#E, Word#1, Kalma Zinzira Road, Zinzira, Savar, Dhaka",Dhaka,Dhaka,1341,2,7743389,,1,"1/2,",No,No,"1/2,",450,1
Titas Sweater Industries Limited,"Kashimpur Road, Konabari, Gazipur",Gazipur,Dhaka,1700,2,8849235,,1,"1/6,",No,No,"1/6,",2200,4
TM FASHIONS LTD,"Hazi Ismail Bhaban, Chandana, Chowrasta, Gazipur Sadar, Gazipur",Gazipur,Dhaka,1702,2,9261158,,1,1/5;,No,Yes,"1/1, 2, 3, 4;",1950,4
T‐Mart Computerised Sweater Ltd.,"28/B Khilkhet Bazar, Khilkhet, Dhaka",Dhaka,Dhaka,,2,9006253,,1,1/8;,No,No,"1/4,5,6,7,8;",474,2
TNZ Apparels Ltd.,"Sha ‐ 74, North Badda, Dhaka",Dhaka,Dhaka,1212,2,8832587,,1,6;,Yes,Yes,"1/3,4,5;",1050,2
Todays Knit Fashion,114/110 Kyempur/Fatullah,NARAYANGANJ Dhaka,,,,,,,,No,No,,,1
Tokio Mode Ltd,"98/173 Choydana, National University, Gazipur",Gazipur,Dhaka,,2,8914098,,1,1/4;,No,No,,631,3
Top Style Sweater Ltd,"Vogra, Bashon Road, Joydevpur, Gazipur",Gazipur,Dhaka,1700,2,9293302,,1,"1/6,",Yes,Yes,"1/6,",940,2
TOPAZ,"240, Tejgaon, Malancha Nagar, Fatullah, Narayanganj",Narayanganj,Dhaka,1400,2,8415126,,3,,No,No,,1200,1
Topaz Dresses Limitted,"E‐6, Middle Badda, Hakim",Dhaka,Dhaka,1212,,1713490041,,1,1/10;,Yes,Yes,"1/4,5,6,7,8,9,",1115,3
Topaz Garments Ltd.,"240, Tejgaon I/A, Dhaka",Dhaka,Dhaka,1208,2,79227,,1,1/4;,Yes,Yes,1/4‐4/4;,1300,2
Torque Fashions Ltd,"Shadu Para, Paragaon, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1340,2,7913975,,2,2/2;,No,No,N/A,650,1
Tory Fashion Wear Ltd,"Dag‐439; Dhour, Turag, Uttara",Dhaka,Dhaka,,,1713388140,,1,1/7;,No,Yes,1/7;,470,1
Tosrifa Industries Ltd.,"Holding: 4/2 A, Gopalpur, Monnunagar, Tongi, Gazipur",Gazipur,Dhaka,1710,2,9817461,,8,1/7; 2/2; 3/1; 4/1; 5/1; 6/1; 7/1; 8/1;,No,Yes,"1/0,1,2,3,5,6; 2/0,1;",1100,5
Total Fashion Ltd.,"Kamtal, Barpara, Bandar, Narayangonj",Narayanganj,Dhaka,,2,8954995,,,,No,No,,,1
Toyo Composite Knit Garments,"1, South Kamalapur Sarder Complex, Dhaka",Dhaka,Dhaka,1000,2,9333629,,,1/6;,Yes,Yes,"1/1,2,3,4,5;",700,4
Trade sweater Factory ltd,"Block‐d,holding‐Ga",Dhaka,Dhaka,,,,,,NA,No,No,NA,,1
Transworld Sweater Ltd.,"Bahadurpur, Bhawal Mirzapur, Rajendrapur",Gazipur,Dhaka,,0,682555053,,,,No,No,,,1
TRICOTEX SWEATERS LTD,"Naoujoor, Tangail Road, Chandana Chowrasta",GAZIPUR,Dhaka,1702,2,9262371,,,"1/6,",No,No,Not Shared,2850,1
TRIPPLE SEVEN,"2,sujat Nagar, Sujat plaza, Mirpur‐12 Dhaka",DHAKA,Dhaka,1216,,,,1,7;,Yes,No,1st floor : market Other floors : Tripple 7,500,2
TROPICA GARMENTS LTD,"63 Mohakhali C/A, Dhaka",Dhaka,Dhaka,1212,2,8881330,,,,No,No,,,1
Trouser Line Ltd.,"Etkhola,Ghoshbagh,Toyobpur, Ashulia,Savar",Dhaka,Dhaka,1341,,1819435287,,1,4;,No,No,N/A,1500,3
Trouser World (PVT) LTD.,"640, Kunia (Targach), P.O‐ National , University, P.S. Joydebpur",Gazipur,Dhaka,,2,9293664,,,,No,No,,,6
Trust Knitwear Industries Ltd.,"Bhabanipur, Gazipur Sadar, Gazipur, Gazipur",Gazipur,Dhaka,,2,8837437,,,,No,No,,,1
TRUST TROUSER,"NO‐3, SUJAT NAGAR,SULTAN MANSION, MIRPUR‐ 12, DHAKA",Dhaka,Dhaka,1216,2,9008091,,,"1/8,",Yes,Yes,"1/5,6,7,8;",1500,1
TRYBE FASHION LTD(Bodystretch),"Holding No 142, Board Bazar, Union Gacha, PO National University, Sadar",Gazipur,Dhaka,,2,9358734,,2,1/7; 2/1;,Yes,No,"1/1,2,3,4,5,6;",300,1
TRZ GARMENTS INDUSTRY LTD.,"Gacha Road, Gacha",Gazipur,Dhaka,,2,8918481,,2,"1/5, 1/1;",No,No,,3350,4
TS Sweater Ltd.,"50, Begum Rokeya Sarani, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,8051350,,,,No,No,,1000,1
T‐Shirt Fashion Ltd.,"74,North Masdair, Ketab Nagar, Fatullah, Narayangonj",Narayanganj,Dhaka,1400,2,1711400747,,,,No,No,,200,1
TTS MANUFACTURING LTD,"Dilan Complex (1st & 2nd floor), Dhaka Road, Chandona Chowrasta, Gazipur",Gazipur,Dhaka,1702,2,92610769256126,,1,"1/7,",Yes,Yes,"1/4,",850,3
Tuba Garments Ltd.,"Plot # 1682, Ananda Nagar, Merul Badda, Badda, Dhaka",Dhaka,Dhaka,,2,8860023,,1,1;,No,No,1/1;,870,2
"TULIP GARMENTS LTD ( CONCORD GROUP) 52, NEW ELEPHANT ROAD, DHAKA",,DHAKA,Dhaka,1205,2,8612927,,,"1/7,",Yes,No,"1/4,5,6,7;",700,1
Tung Hai Knitting & Dyeing Ltd,"Shibrampur BKSP, Joydebpur, Gazipur",Gazipur,Dhaka,,2,7670713,,15 9,1/8; 2/2; 3/2; 4/1; 5/1; 6/1; 7/1; 8/1; 9/1;,No,No,‐,2220,1
Tung Hai Sweaters Limited,"30/2 Darus Salam Road, Industrial Plot No. 2C/1‐ B, Mirpur",Dhaka,Dhaka,1216,2,9007175,,3,1/11; 2/1; 3/1;,No,No,‐,1636,1
TUNIC FASHION LTD,"Plot No.M/2, Main Road No. 1, Section 14, Mirpur",Dhaka,Dhaka,,2,8918111,,1,1/9;,No,Yes,"1/4,5,6,7,8;",1300,2
Turag Garments Hosiery Mills Ltd,"South Panishail, Zirani Bazar Kashimpur, Gazipur, Dhaka",Gazipur,Dhaka,1349,,1730331800,,5,1/7;2/3;3/8;4/4;5/1;,No,No,,2400,8
Tusaka,"PLOT B‐91, BSCIC INDUSTRIAL AREA TONGI, GAZIPUR",Gazipur,Dhaka,,2,9815993,,,,No,No,.ground floor …1st floor..2nd floor this is industrial building 1/2,850,1
TUSUKA APPARELS LTD,"Plot‐B‐91, BSCIC, Tongi I/A, Gazipur",Gazipur,Dhaka,1710,2,9816917,,1,1/7;,No,Yes,"1/4, 5, 6;",800,5
TUSUKA FASHION LTD,"Plot‐10, Block‐B, Tongi Mill Gate, Gazipur",Gazipur,Dhaka,1710,2,9802080,,1,1/0;,No,No,NA,850,4
TUSUKA JEANS & POLO LTD,"Plot‐B‐91, BSCIC, Tongi I/A, Gazipur",Gazipur,Dhaka,1710,2,9815983,,1,1/7;,No,Yes,"1/0, 1, 2, 6;",850,4
TUSUKA JEANS LTD,"Konabari, Neelnagar, Gazipur",Gazipur,Dhaka,1346,2,9298428,,2,1/2; 2/9;,No,Yes,"1/0, 1; 2/5, 6, 7, 8;",2800,4
TUSUKA TROUSERS LTD,"KONABARI, NEELNAGAR",GAZIPUR,Dhaka,,2,8826296,,9,1/9; 2/9; 3/2; 4/4; 5/2; 6/1; 7/1; 8/1; 9/1;,No,No,,8350,5
Tusuka Trousers*Jeans*Processing Ltd,"Konabari, Neelnagar",Dhaka,Dhaka,1700,2,8853748,,5,1/9;2/9;3/2;4/4;5/2;,No,No,,9000,1
Uday Sweaters Ltd,"Masjid Road, Jamtola",Narayanganj,Dhaka,,,,,,NA,No,No,NA,,1
UNIBRA WEAR LTD.,"NO. 80 , NASIRABAD INDUSTRIAL AREA",Chittagong,Chittagong,4210,,681392,,2,1/4; 2/1;,No,No,,1600,1
"Bhangnahati,Sreepur,Gazipur‐1740","South Bhangnahati,Sreepur,Gazipur",Gazipur,Dhaka,1740,,1730090090,,8,6/1; 1/2; 1/3;,No,No,,1380,1
Unilliance Textiles Limited,"South Bhangnahati, Shreepur, Gazipur",Gazipur,Dhaka,1740,2,682552748,,4,2;,Yes,Yes,"1/2; 2/4, 5, 7;",1100,3
Union Apparels Ltd,"110 New Chashara, Jamtala, Narayanganj",Narayanganj,Dhaka,1400,2,9750006,,1,1/5;,No,No,No,350,1
Union Fashion,"2 No. Dakessari, Godnyle,, Narayangonj",Narayanganj,Dhaka,,2,8813793,,,,No,No,,390,1
Union Knitwear Ltd.,"Union Industrial Complex , M.C Bazar , Shishu Palli Plus Road , Mulaid, Tengra, Sreepur, Gazipur",Gazipur,Dhaka,1740,2,682555058,,2,1/5 ; 2/1;,No,Yes,"1/0,1,2,3,4 ; 2/0;",500,3
Union Sportswear Ltd.,"48/3, Kabi Jasim Uddin Road, Pagar, Tongi",Gazipur,Dhaka,,2,9814071,,1,1/6;,No,No,,1150,1
Union Sportswear Ltd. (Bypile Unit),"Saybolt building ,DEPZ road ,Dhamsona , Savar",Dhaka,Dhaka,,2,9813769,,1,1/4;,No,No,,1050,1
Unisense App.Ltd.,"Anik Plaza, Plot 155, Road # 01, Block‐A, Section‐ 12, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,9006881,,1,10;,Yes,Yes,"1/7,8;",400,1
Unison Design Limited,"Plot#B‐365,366,367,BSCIC Industrial Estate shasongaon, Fatullah, Narayanganj",Narayanganj,Dhaka,1240,,,,1,1/8;,No,Yes,"1/2,3,4;",250,1
"United Apparel Industry Ltd. Unit 1House No. 65, G.M. Bari, Satarkul Road North,",Badda,Dhaka,Dhaka,1212,,1756402240,,1,1/6;,No,Yes,1/5;,920,2
"United Apparel Industry Ltd. Unit 2House No. 20, Block B, Ward 5, Shaheed Minnat,","Ali Saraok, Ashulia, Savar",Dhaka,Dhaka,1341,,1756402240,,1,1/4;,No,Yes,1/4;,966,1
United Attires Ltd.,"Enayetnagar, Godnail, Shiddirganj, Narayanganj",Narayanganj,Dhaka,1400,2,7642129,,,,No,No,,,1
United Costume (Pvt) Ltd.,"Enayetnagar, Godnail, Shiddirganj, Narayanganj",Narayanganj,Dhaka,1400,2,7648968,,,,No,No,,,2
United Duying,"Fulhar,Madhonpoor, Narayangonj",Narayanganj,Dhaka,1400,,1913533622,,,1/1;,No,No,1/1;,50,1
United Fashion Trouser Ltd.,"Chaydana, P.O. National University, Gazipur",Gazipur,Dhaka,,2,9291397,,1,1/4;,No,No,No,480,1
United Knitwears (pvt) Ltd.,"Enayetnagar, Godnail, Shiddirganj, Narayanganj",Narayanganj,Dhaka,1400,2,7642129,,,,No,No,,,1
Unitex Knit Wear Ltd,"Bokran Monipur, Hotapara, Porabari Gazipur",Gazipur,Dhaka,1740,2,8913537,,1,",1/3;",No,No,,1650,2
Unitrade Fashions Ltd.,"430/1, Tejgaon I/A, Dhaka",Dhaka,Dhaka,1208,2,9898208,,1,1/4;,No,No,1/4;,690,1
Universal Jeans Ltd,"Plot # 9‐ 11,Sector # 6/A , CEPZ, Chittagong",Chittagong,Chittagong,4223,31,7401367401611,,1,"1/7,",No,No,"1/7,",9500,4
UNIVERSAL MENSWEAR LTD,"POLT‐234‐238, ADAMJEE EPZ",Narayanganj,Dhaka,,2,9898601,,4,1/4; 2/2; 3/1; 4/1;,No,No,,2600,1
Univogue Garments Co. Ltd.,"Sector: 1/A, Plot: 1‐5, Export Processing Zone",Chittagong,Chittagong,,,740723,,2,1/1; 1/1;,No,No,,1350,1
UPDATE APPARELS LTD.,"CHA‐87/C, PROGATI SHARANI, FUJI TRADE CENTER, NORTH BADDA",DHAKA,Dhaka,,2,9892628,,1,1/12;,Yes,Yes,"1/3,4,5;",750,2
Update Fashions Ltd,"227 New, 331 Old, Outer Circular Road, Moghbazar, Dhaka",Dhaka,Dhaka,1217,,1819226649,,,2;,No,No,,550,1
URMI GARMENTS LTD,"235 / B , Tejgaon I/A, Dhaka",Dhaka,Dhaka,1208,2,9882471,,1,1/10;,No,Yes,"1/0, 1, 3, 4, 5, 6;",910,4
UTAH APPARELS LTD,"211, Tejgaon Industrial Area, Dhaka",DHAKA,Dhaka,1208,2,9881294,,,"1/2,",No,No,Not Shared,850,1
UTAH Fashions Ltd,"House 64, Block B, South Shalna, Gazipur Sadar 1703, knitting+ dying ‐ Monipur, Hotapara, Gazipur",Gazipur,Dhaka,1703,2,86111514,,2,"1/7, 1/3;",No,No,,3600,7
UTAH KNITTING AND DYEING LTD.,"Bokran, Monipur, Mirzapur",Gazipur,Dhaka,1749,,1755532949,,5,1/5; 2/4; 3/1; 4/1; 5/1;,No,No,,2200,2
Uttara Knitwears Ltd,"South Panisail, Jirani Bazar, Gazipur",Gazipur,Dhaka,1349,,1724411724,,1,1/4;,No,No,,724,1
Valmont Fashions Ltd.,"Plot # 928‐923 Aziz Complex, Vogra, National University, Joydebpur, Gazipur",Gazipur,Dhaka,,2,9262845,,,,No,No,,,5
VANCOT LIMITED.,"PLOT 18‐20, SECTOR‐3, KEPZ, NORTH PATENGA, EPZ THANA, CHITTAGONG",Chittagong,Chittagong,4204,31,2500264,,,"1/2,",No,No,Not Shared,700,1
Vartual Knitwear Ltd.,"Plot No: S.A 07,08, Karamtola, Pubali, Gazipur",Gazipur,Dhaka,,,,,1,1/5;,No,No,No,450,1
VERSATILE APPARELS LTD,"Haq Square, Chalabon, Moushair, Dakkhin Khan, Uttara, Dhaka",Dhaka,Dhaka,1230,2,7911619,,1,1/9;,No,No,NA,950,2
Versatile Textiles Ltd.,"10, Degerchala, National University",Gazipur,Dhaka,,,1713044093,,,,No,No,,271,1
VERTEX FASHION LTD,"SUPERMARKET ‐1, DARUSSALAM ROAD, MIRPUR‐ 1, DHAKA",Dhaka,Dhaka,1216,2,9003933,,,"1/5,",Yes,No,"1/3,4,5;",1716,2
VERTEX INNOVATIVE APPARELS LTD,"FORKAN TOWER, 360/A, BITAK BAZAR, SHAGORICA, PAHARTALI, PAHARTALI THANA",Chittagong,Chittagong,4219,31,2773657,,,"1/5,",No,Yes,"1/3,4;",400,1
Vertex RMG Division,"Varari, Rajfulbaria, Tetuljhora, Savar, Dhaka",Dhaka,Dhaka,1340,,,,3,1/7; 2/2; 3/2;,No,No,,3800,1
Vertex Wear Limited.,"Varari, Tetuljhora, Rajfulbaria, Hemayetpur, Savar",DHAKA,Dhaka,,2,7743260,,6,"1/7; 2/5, 3/2; 4/2; 5/1; 6/1; 7/1;",No,No,,4000,4
Victory Knittings Ltd,"63/1 BB Road Rajuk Plot No. 24, Narayanganj",Narayanganj,Dhaka,1400,2,7541834,,,,No,No,,,1
Vintage Denim Ltd.,"Gilarchala, Sreepur,Gazipur",Gazipur,Dhaka,1740,2,9801393,,1,1/4;,No,No,,1630,2
Vintage Denim Studio Ltd.,"Plot 99 and 102‐128, Ishwardi EPZ, Ishwardi, Pabna",Ishwardi,Rajshahi,,2,9801393,,3,1/1; 2/1; 3/1;,No,No,,2344,3
Vintage Garments Ltd,"East Narshingpur, Buri Para, Ashulia, Savar",Dhaka,Dhaka,,,1926999756,,1,1/3;,No,No,,850,1
Virtual Bottoms Ltd.,"Plot No‐SA‐179, RS‐1356. Jamgora, Ashulia, Savar, Dhaka",Dhaka,Dhaka,,2,9611778899,,1,5;,No,No,"1/0,1,2,3,4;",600,2
Virtual Fashions Ltd.,"House#51, Block‐D, Bamner Tek Main Road",Dhaka,Dhaka,1230,,1711640683,,1,1/1;,Yes,No,,140,1
Virtual Knit and Leisurewear Ltd,"Karamtola, Plot # SA‐07,08 ,R.S‐11,12,13, Pubail, Gazipur Sadar",Gazipur,Dhaka,1704,2,9815716,,2,1/5; 2/2;,No,No,,470,1
VISION APPARELS (PVT) LTD,"Plot # M‐1/3, Section‐14, Mirpur",Dhaka,Dhaka,,2,8015546,,3,1/9; 2/7; 1/1;,No,No,,2500,3
Vision Composite Knite Ltd.,"B‐47, Purbo Rajashan",Dhaka,Dhaka,1340,2,8015546,,,1/4;2/4;,No,No,,2200,2
Vision Garments Ltd.,"B‐47, Purbo Rajashan, Savar",Dhaka,Dhaka,,2,8019338,,3,1/9; 2/2; 3/1;,No,No,,4100,2
Visual Knitwares Ltd.,"295, Shafi Complex,Hatazari Road, Jalalabad",Chittagong,Chittagong,4214,,1195162481,,1,6;,No,No,N/A,550,2
Viyellatex Limited,"297,Khairtul, Tongi, Gazipur",Gazipur,Dhaka,1712,2,9812925,,576 5,1/6 ; 2/1 ;3/2 ; 4/1; 5/1;,No,No,,5747,6
"Viyellatex Limited ‐ Unit 2Shirin Chowdhury Complex, Vogra, Joydevpur",,Gazipur,Dhaka,1712,2,9813001,,1,1/8;,No,Yes,1/3;,1070,1
